"pref","year","emp.rate","cap.rate","age","age.hus","emp.rate.hus","urate","nuc.rate","numhh","hh.type"
"鳥取県",1990,0.569648678015212,0.422078698720249,31.4648678015212,34.4000362187613,0.989750090546903,0.0248128575716508,0.464360738862731,27610,"all"
"島根県",1990,0.56319343945972,0.343522125661772,31.5789616497829,34.398848287506,0.992191268692716,0.0194164588042716,0.479709358417752,33168,"all"
"岡山県",1990,0.371534792535833,0.271365822713658,31.0415765124981,33.9271873094808,0.987113432871505,0.0293146576342418,0.643898007244211,83653,"all"
"広島県",1990,0.338646234855472,0.28495598135681,31.2133122078495,34.1415959199439,0.990138813346891,0.0255083760080701,0.776724131135652,126861,"all"
"山口県",1990,0.330564550190061,0.291029886228562,31.3860184272686,34.3331299763793,0.990238866206767,0.0283417694401239,0.731255963833748,63927,"all"
"徳島県",1990,0.462201702175001,0.31992406956455,31.0792401401791,33.9775268398509,0.977832786338099,0.0387530215727076,0.576152861990321,35954,"all"
"香川県",1990,0.429623530488084,0.308548782789206,31.0539087873382,33.9857280087828,0.985339188509217,0.0309404271404989,0.638534376286538,43722,"all"
"愛媛県",1990,0.345189176026542,0.324004904637768,31.2499923903449,34.0297994094908,0.985724286975314,0.0365472427585507,0.740510760052354,65706,"all"
"高知県",1990,0.503072659356549,0.548166713829486,31.6202855765755,34.3993854681287,0.976412820821786,0.0474275669174217,0.74602361730329,33196,"all"
"福岡県",1990,0.316045261303799,0.267966839625455,31.802212344495,34.4381438070031,0.980288093547405,0.0447830982856963,0.762456541586359,216874,"all"
"佐賀県",1990,0.499501979933435,0.29968152866242,31.6349877317008,34.304739693414,0.988363336005636,0.0275771398885339,0.491120666618079,41163,"all"
"長崎県",1990,0.406033610042519,0.269400682004265,31.9341972059121,34.4941621110886,0.987419855571303,0.034968082301626,0.693028278328947,74085,"all"
"熊本県",1990,0.472239446696876,0.36192684792983,31.4974958263773,34.063975673742,0.986000476985452,0.0317674912672698,0.609456236584784,83860,"all"
"大分県",1990,0.365069864013019,0.229827857614381,31.4872898000412,34.2103028375825,0.985727913806326,0.033428818954615,0.686668786592095,53461,"all"
"宮崎県",1990,0.474751556788332,0.354641615146832,31.5863259795367,34.1757379819615,0.985947574349272,0.033734989583818,0.775234666323775,54439,"all"
"鹿児島県",1990,0.349282700421941,0.249215257300485,31.8059071729958,34.5218203737191,0.985557564798071,0.0338207935947251,0.880506329113924,82950,"all"
"沖縄県",1990,0.414742799506892,0.196810897858972,32.0520424745041,34.5186316261347,0.966084836938249,0.0774697450241443,0.858175501512944,71384,"all"
"北海道",1995,0.272038310699413,0.203448264905039,31.8148930148562,34.3412069128171,0.986469063481296,0.0438715225195361,0.857619687243094,222601,"all"
"青森県",1995,0.442719247586833,0.388768898488121,31.7630558534774,34.4671231746556,0.981734180348156,0.0504867741107619,0.590396831944559,60605,"all"
"岩手県",1995,0.490199852997795,0.275848935334516,31.875398130972,34.4667495012425,0.988467327009905,0.0323899269307687,0.540898113471702,57142,"all"
"宮城県",1995,0.38473070918246,0.1640667221711,31.8234022974244,34.4195332775003,0.986610420091607,0.0389443750866972,0.636940765325641,96717,"all"
"秋田県",1995,0.510982069638068,0.303618313732192,32.0128548948337,34.6601875041557,0.990602628604357,0.0336634700710067,0.470533478135597,45119,"all"
"山形県",1995,0.63254314581122,0.246520386441788,31.9710068011165,34.640150174942,0.991822935094547,0.0266114698738077,0.375457011440028,50874,"all"
"福島県",1995,0.485257676815091,0.172533166569884,31.7334810658574,34.32378530025,0.988396083268746,0.0343891241997212,0.54607180673966,91607,"all"
"茨城県",1995,0.337692852989669,0.19061576952836,31.6318170594748,34.3863989358736,0.985352332555417,0.0377280515373145,0.647850639989168,125549,"all"
"栃木県",1995,0.372373905917841,0.210862998282296,31.6827903993919,34.4054962412266,0.987755780672898,0.0366738367443651,0.627756730757811,84203,"all"
"群馬県",1995,0.338866033007046,0.287874723358594,31.6052631578947,34.2184588830567,0.988319856244385,0.0369174687887163,0.695867026055705,84588,"all"
"埼玉県",1995,0.240097698880983,0.148932138233832,31.7722496044477,34.5646968332203,0.986104223384983,0.0439784671462329,0.82228654515031,296421,"all"
"千葉県",1995,0.255868318815003,0.189758714608578,31.8804381008937,34.7130807157823,0.985225177000958,0.0426003006146376,0.801988934565056,239123,"all"
"東京都",1995,0.287452395659554,0.272599260282519,32.4435654495844,35.3258349910749,0.981836177839602,0.0485763472600175,0.901992208209104,411202,"all"
"神奈川県",1995,0.215122831720977,0.13420255217447,31.9909748599872,34.7647495125265,0.986339154041611,0.0456208936036589,0.88171996279846,345147,"all"
"新潟県",1995,0.535265457833141,0.429228677982643,31.9076297152042,34.5627605605505,0.99216434778241,0.027215651639659,0.475855140891054,99545,"all"
"富山県",1995,0.519643107394777,0.44301068135076,31.2121735880787,34.0834306535245,0.992969589386649,0.0279188017779295,0.494464427523707,42814,"all"
"石川県",1995,0.513708847196252,0.515053732040649,31.2406033993739,34.1917347732,0.990188457255709,0.0326449871059579,0.610710759081455,47597,"all"
"福井県",1995,0.559098421382572,0.446790108896489,31.4355160426284,34.3258961645865,0.992391861856728,0.0249411947668202,0.478600330540833,35094,"all"
"山梨県",1995,0.371950578338591,0.366426690725636,31.9871188222923,34.7791798107256,0.989011566771819,0.0343397558108213,0.665904311251314,38040,"all"
"長野県",1995,0.385657520448936,0.443905504088029,32.232769212038,35.0383410627912,0.991289140757302,0.0245471519250847,0.594729210709819,90347,"all"
"岐阜県",1995,0.348041023277253,0.334153638293766,31.3998041023277,34.3919105784743,0.990493201198433,0.0319695610911339,0.570477068448951,86780,"all"
"静岡県",1995,0.338650789555166,0.199311223798031,31.6919831767984,34.5527660233254,0.990240220869027,0.0349769519429328,0.633947001754567,155024,"all"
"愛知県",1995,0.292520888390593,0.321826317377692,31.1978157283575,34.100084087451,0.988354555404287,0.0372382430949416,0.757597901817891,299688,"all"
"三重県",1995,0.350423767667902,0.350156368938984,31.1955619015182,34.1022675172585,0.989127444687512,0.0335497813454131,0.665308688874625,76339,"all"
"滋賀県",1995,0.327034461548976,0.259574826048814,31.5966956551453,34.5323343983325,0.989116506347281,0.0314586968737985,0.630439611132943,58529,"all"
"京都府",1995,0.317831717813619,0.340660433658245,31.8956280416683,34.7342838756385,0.976481116518522,0.0443074482135359,0.800617383260266,99452,"all"
"大阪府",1995,0.225309086391729,0.220123806944024,31.3644636055891,34.1233014012293,0.976297965210664,0.0618645925074318,0.881803218055897,354189,"all"
"兵庫県",1995,0.239122263786222,0.220231563034671,31.6537783465483,34.4593259472714,0.981085894292209,0.051199281986165,0.802835997207854,223484,"all"
"奈良県",1995,0.231481481481481,0.267820279295689,31.7635643023097,34.6467473008063,0.983548585485855,0.0416394967043376,0.747112887795545,58536,"all"
"和歌山県",1995,0.30416783609318,0.369152580901814,31.2219805407428,34.0980681074001,0.982856207315932,0.044807170026243,0.732973149967256,42756,"all"
"鳥取県",1995,0.548652389870532,0.473581589498545,31.8746030453546,34.701327253481,0.985343213093396,0.0300687157719764,0.516041039003339,24562,"all"
"島根県",1995,0.549894205173708,0.382884434341347,31.8501808750256,34.5817350351512,0.991365777080063,0.0240422017115032,0.527062999112689,29302,"all"
"岡山県",1995,0.370593740251638,0.29995996263179,31.2568498492253,34.0100473120516,0.98468857231985,0.0373256077523015,0.701765103462618,76936,"all"
"広島県",1995,0.336287946714487,0.300338189386056,31.313906323385,34.1316340036719,0.986798172580163,0.0373235606365676,0.817027453994279,117105,"all"
"山口県",1995,0.34173630046618,0.307900491741878,31.44691705515,34.2805875626704,0.987738587386753,0.0361099405232139,0.789304248394758,56845,"all"
"徳島県",1995,0.441020902370635,0.346147079521464,31.361776701504,34.1694175375988,0.976803466734642,0.0450778225673686,0.649725975019118,31384,"all"
"香川県",1995,0.406968782491822,0.336637862482108,31.2035858291279,33.9864073238151,0.983516344178734,0.0389291968065936,0.708137854081607,39433,"all"
"愛媛県",1995,0.338257471894708,0.346862777244303,31.4666849465314,34.1279476281875,0.984062242939402,0.0442507373177457,0.790941184535234,58352,"all"
"高知県",1995,0.513643824374231,0.591603934789637,31.7421693338805,34.4192996854056,0.975482150184653,0.053591951032829,0.791820544385173,29244,"all"
"福岡県",1995,0.326082124237158,0.29250706387135,31.9315715555915,34.5661803338318,0.977155154993331,0.0547003733218903,0.799655458109364,197944,"all"
"佐賀県",1995,0.477017529687374,0.322831826725141,32.0099631095673,34.6645932627837,0.987586504025635,0.0352170798046206,0.546436168780462,37137,"all"
"長崎県",1995,0.411864826391038,0.301783164674372,32.1979792040602,34.759330321223,0.986213405954076,0.0421978735449407,0.728167357801572,64628,"all"
"熊本県",1995,0.461882028857597,0.400311512536589,31.8480897554192,34.3758040143887,0.98395314317808,0.0416084102673569,0.661103756301734,74781,"all"
"大分県",1995,0.376089534230617,0.259630939258156,31.8205778951967,34.4418048303551,0.985563021364232,0.0386687559199503,0.746291943167398,48071,"all"
"宮崎県",1995,0.462877866842507,0.378370562150549,31.9330297347977,34.4179356673329,0.984195017412269,0.0424350513260954,0.820354839374395,48529,"all"
"鹿児島県",1995,0.359893377076071,0.285494815004481,32.267992618413,34.9312418836717,0.984156927072654,0.0412763965061492,0.908194928576311,73155,"all"
"沖縄県",1995,0.403287074171043,0.21775845410628,32.3559483632731,34.8077848570607,0.95709550978404,0.102620937348316,0.878596183240765,66077,"all"
"北海道",2000,0.286236935520552,0.212567927728358,32.0496376059249,34.2942313587059,0.977292278484768,0.0477574872475133,0.890876370719745,202266,"all"
"青森県",2000,0.46316567780563,0.407113007031163,32.0690699897207,34.4472056410164,0.974842653874592,0.0542329722987883,0.63823916611062,55451,"all"
"岩手県",2000,0.486240462029795,0.296623227390248,32.1103440362586,34.4550113786311,0.983343213937389,0.0402541901160803,0.597521562027882,52291,"all"
"宮城県",2000,0.374368059456423,0.161246694830259,31.9604632070172,34.2588363652076,0.975759408892538,0.048955171700131,0.700805859223091,92572,"all"
"秋田県",2000,0.519557674546317,0.344962521087323,32.3012905319388,34.6744215072015,0.982376875265221,0.0431286133630398,0.546466638376476,40061,"all"
"山形県",2000,0.609933789024835,0.27062123415749,32.2471662131179,34.6992221817481,0.986029269965073,0.0334105004429964,0.46178405365446,46669,"all"
"福島県",2000,0.468721957209654,0.185307397004499,31.8567751381476,34.2438364898692,0.979384121286544,0.0428838594842028,0.614945921692722,84692,"all"
"茨城県",2000,0.343078331807209,0.201735762779087,31.9243735952718,34.3470823274786,0.977124781486723,0.0423803760197478,0.704794805627237,120130,"all"
"栃木県",2000,0.378924602878664,0.220212140619928,31.9391577796008,34.356253262734,0.981020210306511,0.0411238037001355,0.695602456061849,80454,"all"
"群馬県",2000,0.357134276722005,0.298452001925497,31.9553732311462,34.2656343848353,0.981957091031401,0.0411938691710071,0.761502054152752,83246,"all"
"埼玉県",2000,0.257290449878906,0.154906014897625,32.2718011256393,34.7456726602563,0.978439520010414,0.0469680174077267,0.858466102362609,291923,"all"
"千葉県",2000,0.264143886706028,0.195111930759961,32.3320446284117,34.8269073183031,0.978000966528691,0.0468703705779761,0.843972853150673,237965,"all"
"東京都",2000,0.293697269758578,0.267560850623241,32.9941655573964,35.5645762906639,0.971103109468221,0.0481539985749459,0.927271769629296,417692,"all"
"神奈川県",2000,0.228720417394445,0.137786736961803,32.559441743395,35.0054121318664,0.979014585667162,0.047937171901295,0.910685715414417,354389,"all"
"新潟県",2000,0.51169057962422,0.445775624809905,32.1875128008882,34.5463257408346,0.983550184871775,0.0385921765984563,0.554917158041114,92767,"all"
"富山県",2000,0.52094185802051,0.463457380593592,31.6918872199771,34.0670886963022,0.988693966222056,0.0344461047615201,0.587843677731318,42809,"all"
"石川県",2000,0.512586879132056,0.534018197828001,31.6712366502797,34.133624343109,0.984594846584167,0.0364792162237174,0.692045261908798,47192,"all"
"福井県",2000,0.540680780406808,0.478211543526266,31.8852517345668,34.4344719207733,0.987606001304631,0.0308010114883738,0.560635711320643,33726,"all"
"山梨県",2000,0.386932205701814,0.381723307465882,32.4242258900559,34.9088800982131,0.981939708088937,0.037872290331803,0.734715591324512,36655,"all"
"長野県",2000,0.380297310316242,0.448065346903314,32.5222534643261,35.015672084869,0.985582578108371,0.0310014999814319,0.675098300603807,89267,"all"
"岐阜県",2000,0.354846228251116,0.346756242664616,31.8197158806186,34.3828502837698,0.984465498956986,0.0372166730272105,0.646587187824121,85809,"all"
"静岡県",2000,0.346468018844271,0.20441352621395,32.0098642104013,34.5288338457884,0.984698927143404,0.0379507774855812,0.699065704218847,151558,"all"
"愛知県",2000,0.303173924866944,0.312349418167741,31.7526319878793,34.2623764940497,0.982935783380599,0.0401494635778846,0.814734599795398,308892,"all"
"三重県",2000,0.360647160623013,0.354025481160206,31.6711876685314,34.1682027340658,0.981580606646007,0.0387064292928719,0.746153123784226,74541,"all"
"滋賀県",2000,0.324550797649034,0.257295428080782,31.9235936188077,34.4335012594458,0.980755667506297,0.0365346811076541,0.714256926952141,59550,"all"
"京都府",2000,0.318152474328714,0.332269205506155,32.2417337448809,34.6845911759366,0.965926284573019,0.0488046466497763,0.851590711936896,99138,"all"
"大阪府",2000,0.234857478859831,0.216613094760648,31.8788010304082,34.2132777062217,0.963160105280842,0.0700171726610516,0.910208881671053,357140,"all"
"兵庫県",2000,0.256650624074466,0.216632637569982,32.0252758973274,34.4218143995487,0.970563606233693,0.0534975227367749,0.854012410972428,226896,"all"
"奈良県",2000,0.237740283429213,0.271314943726811,32.2153781394696,34.7215167672232,0.973305738740003,0.049289790852251,0.810579486459941,57016,"all"
"和歌山県",2000,0.300012386968909,0.386369825708061,31.7320698625046,34.1092530657748,0.971980676328502,0.0495180534768319,0.796283909327388,40365,"all"
"鳥取県",2000,0.534067202272626,0.488961813842482,32.0619201917529,34.5300723511918,0.97927116161392,0.0357195683344653,0.611123440898398,22529,"all"
"島根県",2000,0.5336804909801,0.403073168302037,32.1125162730147,34.5311511995537,0.983671192114562,0.0296228998133167,0.601971359494142,26885,"all"
"岡山県",2000,0.375440262772567,0.303480100324,31.5745775456092,33.9219201393011,0.975543155645257,0.0433268153879579,0.765166805176303,75807,"all"
"広島県",2000,0.345793074264758,0.313248833204535,31.7289124761972,34.1359492912053,0.978956555469356,0.0425896730533078,0.863222018478031,113432,"all"
"山口県",2000,0.3563560583507,0.312889236277451,31.6496353081274,34.0310174158976,0.980537362310211,0.0405801458844873,0.845229234891337,53744,"all"
"徳島県",2000,0.430889055166315,0.363280704205673,31.6966192776002,34.1248554520101,0.964866335623427,0.0489424142423984,0.729168083803823,29402,"all"
"香川県",2000,0.403186716856598,0.340766636650953,31.4901510854432,33.8770948280307,0.97334089619966,0.0473232666672877,0.783246532253906,38786,"all"
"愛媛県",2000,0.342965488322911,0.335129644082705,31.7627208255091,34.0831890029352,0.975369637745893,0.0499774412032072,0.847514174764362,54851,"all"
"高知県",2000,0.524710144927536,0.591300959524621,32.0074275362319,34.348731884058,0.965724637681159,0.0530805778367669,0.848442028985507,27600,"all"
"福岡県",2000,0.342391644255426,0.301385126355847,32.1329038714116,34.4442324931724,0.966638522317427,0.0585520181191238,0.843027498071591,191868,"all"
"佐賀県",2000,0.469160067055899,0.33750023747554,32.1854153419273,34.5906121741141,0.978784900861321,0.0442480816601393,0.608590091912827,34598,"all"
"長崎県",2000,0.425600803379735,0.331082865442688,32.3930327585013,34.6799813006441,0.978928596163169,0.0485475969454476,0.768907126532308,57756,"all"
"熊本県",2000,0.469630117754921,0.410046472569733,32.1100191960576,34.4015843910266,0.975088101309343,0.0442389469986141,0.722072601209065,69806,"all"
"大分県",2000,0.38451434804871,0.280060997705037,32.1120906520626,34.4673300830384,0.977537344998776,0.0445869470856572,0.804069547407556,44919,"all"
"宮崎県",2000,0.47187708750835,0.388644688644689,32.1204631485193,34.3329993319973,0.974370964150523,0.0499234215967854,0.857782231128924,44910,"all"
"鹿児島県",2000,0.38235072886736,0.292791474503234,32.4281437576159,34.8478479984355,0.976772524182751,0.0490460714617574,0.929700780768131,66473,"all"
"沖縄県",2000,0.424354713020245,0.22865942356116,32.4281238569316,34.7820098920148,0.947279695923917,0.0937027937918637,0.892157954165938,62879,"all"
"北海道",2005,0.328256071837195,0.236876448484576,32.5535823703888,34.4685359809562,0.961711772775829,0.0651602379788312,0.90822429602477,184417,"all"
"青森県",2005,0.509074923067261,0.468052630835112,32.62174213402,34.6599886955976,0.961481295400783,0.0838379301771636,0.667252820867089,47769,"all"
"岩手県",2005,0.519253408677412,0.354090037070694,32.4302318114686,34.5125751835442,0.972923221815535,0.0621864258126372,0.631670198420343,46719,"all"
"宮城県",2005,0.398391433286023,0.206753568811845,32.4198543750938,34.3765015404853,0.95729336148902,0.0686999733499455,0.742398541443094,86661,"all"
"秋田県",2005,0.55087607886153,0.409579140712346,32.6678116791271,34.6833703778541,0.973010420575585,0.0613171400239964,0.60523049389487,34643,"all"
"山形県",2005,0.615128449096099,0.313338659449236,32.5136774500476,34.6217887725975,0.979329210275928,0.0480849382900368,0.52709324452902,42040,"all"
"福島県",2005,0.487488694603557,0.219781383161739,32.2283362388748,34.3412984493584,0.964714055393166,0.0604496284101162,0.652436067163886,76291,"all"
"茨城県",2005,0.376191629225071,0.240867530035887,32.5846718143256,34.6767826235124,0.967867488139758,0.0586159033599237,0.739863865048831,111507,"all"
"栃木県",2005,0.412205760892009,0.245861468089741,32.4805260169317,34.5413612430312,0.968343485442907,0.0539588319057846,0.739508052859798,77488,"all"
"群馬県",2005,0.413444370759578,0.345261312196955,32.6479237871754,34.6606259246034,0.974162118043157,0.0565812159541026,0.80283630056624,78412,"all"
"埼玉県",2005,0.300690247104136,0.183720271949091,33.0429258687593,35.1643538219639,0.972332414927225,0.0568782766608355,0.878492708047834,277292,"all"
"千葉県",2005,0.299539407442319,0.212548266149341,33.12712354592,35.2788834379485,0.966498853874333,0.0560804388809266,0.870944107628698,233395,"all"
"東京都",2005,0.320555249344142,0.279053605618044,33.9006266426008,36.1608453642878,0.938201542832406,0.0564724147919035,0.939178528087735,422729,"all"
"神奈川県",2005,0.270953398888414,0.165440327732609,33.4822003705287,35.6367108450905,0.974282456890409,0.0546454121916338,0.923571326777825,350850,"all"
"新潟県",2005,0.546864375439894,0.501967983065423,32.7593018955706,34.7925370107483,0.980376251088551,0.0481310958987096,0.613048301859783,83827,"all"
"富山県",2005,0.562490788504053,0.530039294085206,32.5536723163842,34.5176860722181,0.98135593220339,0.0439923195363937,0.652812576762466,40710,"all"
"石川県",2005,0.546178734798617,0.605225594240675,32.5934396965302,34.5366506749972,0.974361262969988,0.0470815149563669,0.747606828070958,44815,"all"
"福井県",2005,0.571006487250305,0.545674398153237,32.6869420001285,34.7853426681226,0.975303487699916,0.0424350701416384,0.626726186652964,31138,"all"
"山梨県",2005,0.427792500533065,0.445996890375072,33.0693289469676,35.2716500654909,0.969173596515276,0.0534597091764545,0.780285722988821,32829,"all"
"長野県",2005,0.414441147378833,0.492373936929283,33.1109124927008,35.2752970338327,0.975784443411629,0.0460465239648816,0.727277060765317,83913,"all"
"岐阜県",2005,0.395594365919238,0.390976608237114,32.5945509262685,34.7249685488049,0.977256469079158,0.0482134240461953,0.71046399763191,81078,"all"
"静岡県",2005,0.388681023064003,0.230461065720891,32.6580887875353,34.8395078586937,0.980609304802611,0.045543465440245,0.749259193510945,146462,"all"
"愛知県",2005,0.347232834483849,0.340059714025798,32.6534225641566,34.8060942193181,0.976079596353481,0.0459029951235353,0.850565816514728,303632,"all"
"三重県",2005,0.402679641774205,0.384702166064982,32.4752133135886,34.5860658627741,0.972033001903956,0.0472157076573074,0.802947605951625,70905,"all"
"滋賀県",2005,0.362969115503272,0.288095663037658,32.6359121266569,34.7343458656813,0.971658134725565,0.0472364764111647,0.781893073871919,58994,"all"
"京都府",2005,0.363266685678676,0.357926324503311,33.0701648763691,35.1234090645035,0.959314300199626,0.0603122303523321,0.883361323235844,94677,"all"
"大阪府",2005,0.287602150955001,0.255103660268297,32.9286966180084,34.9138662550273,0.952654506585135,0.0860931085991184,0.926263208338683,334921,"all"
"兵庫県",2005,0.303461586525778,0.244426865632772,32.9849715584313,34.9947884123171,0.964689873505603,0.0653006596418084,0.884710979047196,216057,"all"
"奈良県",2005,0.28902561721229,0.308773887951217,33.0785736398112,35.2059244640508,0.964244253540748,0.0662286349154962,0.846199984521322,51684,"all"
"和歌山県",2005,0.354818699599617,0.445970378919023,32.505272655501,34.4712400609034,0.967997518750352,0.0634458946313507,0.835025094456663,35466,"all"
"鳥取県",2005,0.558347107438017,0.532072032433452,32.489492325856,34.5546635182999,0.967367178276269,0.0552432714142129,0.660920897284534,21175,"all"
"島根県",2005,0.579766693483508,0.471070834897314,32.5750201126307,34.5770313757039,0.977312952534191,0.044425163813421,0.648230088495575,24860,"all"
"岡山県",2005,0.421633062270246,0.356265564065216,32.3455358137462,34.2903670491255,0.968725632171104,0.0527523960817613,0.809346106717166,71816,"all"
"広島県",2005,0.394911432574626,0.361461755720791,32.5049595902423,34.4711193178128,0.973332343580369,0.0495345453210879,0.888448655018511,107771,"all"
"山口県",2005,0.397060001602179,0.343326638178558,32.3352559480894,34.2577705679724,0.976488023712249,0.050517997359645,0.872526636225266,49932,"all"
"徳島県",2005,0.470531148520025,0.408057064527593,32.3512373558285,34.4019260199321,0.954350341532604,0.0729857138251785,0.777201298943675,26791,"all"
"香川県",2005,0.44047169302175,0.371884785116552,32.2892762696314,34.2841221868422,0.967645312752982,0.0606385992313228,0.834826488207674,37058,"all"
"愛媛県",2005,0.381343002635281,0.350795488195547,32.3621034694565,34.238998196913,0.959440448592205,0.0637371746940585,0.87790524876657,50469,"all"
"高知県",2005,0.547403393584622,0.6015462697557,32.601392239845,34.5884982003718,0.947988767155796,0.0791508383221623,0.866787960289523,25283,"all"
"福岡県",2005,0.381283212823417,0.337925670796067,32.743259430264,34.6500566251416,0.958750762261521,0.0740071438159554,0.869032581235299,183664,"all"
"佐賀県",2005,0.502002080902986,0.391750260485832,32.507614213198,34.5257748210739,0.973042847684207,0.0572534297057835,0.661664091811962,31717,"all"
"長崎県",2005,0.47116542960401,0.390326496709475,32.7999455951502,34.7220883690203,0.972039793261571,0.0648146747092363,0.799246104224148,51466,"all"
"熊本県",2005,0.507649190176829,0.442971038073544,32.5191074912514,34.4115852714379,0.968210956613298,0.0592754705931745,0.766359047412592,64582,"all"
"大分県",2005,0.423929663608563,0.328473302229134,32.5761420107034,34.4959384556575,0.971521406727829,0.0610915839957953,0.837538226299694,41856,"all"
"宮崎県",2005,0.507911119860233,0.441549680362363,32.4120426191589,34.255961022663,0.966460788897365,0.0613310962158637,0.877679076748936,40639,"all"
"鹿児島県",2005,0.418888364754298,0.321401722619585,32.6020950924736,34.6532687021162,0.965840883582478,0.0687152206387155,0.935179010036274,61477,"all"
"沖縄県",2005,0.458778279074296,0.272539091434892,32.7491317472167,34.8320458307637,0.907965204972573,0.118537577317885,0.899493654451621,61618,"all"
"北海道",2010,0.377861061973436,0.272432146298494,33.3277666176956,35.1148022666627,0.957131292537403,0.0711963473564525,0.923047402032801,166765,"all"
"青森県",2010,0.559464366772583,0.539291978136121,33.2822161698694,35.2025772935895,0.959171836384728,0.0897778182584094,0.695339688303828,39654,"all"
"岩手県",2010,0.556280546803285,0.430675233683651,33.0857915498549,35.0130002232863,0.956434366239115,0.070700335035005,0.659438807155085,40307,"all"
